id,host_id,listing_url,last_scraped,host_since,first_review,last_review,host_name,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,has_availability,instant_bookable,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calendar_updated,calculated_host_listings_count_shared_rooms,host_location,source,neighbourhood_group_cleansed
589214,2315442,https://www.airbnb.com/rooms/589214,2024-12-23,2012-05-07,2012-09-18,2024-11-24,Michael,within an hour,99%,100%,f,10,t,t,Park West,32.72781,-117.16383,Private room in treehouse,Private room,2,1 private bath,1.0,1.0,"[""City skyline view"", ""Wifi"", ""Dishes and silverware"", ""Keypad"", ""Heating"", ""Stove"", ""Luggage dropoff allowed"", ""Bay view"", ""Smoke alarm"", ""Ceiling fan"", ""Courtyard view"", ""Coffee"", ""Dedicated workspace"", ""Fire extinguisher"", ""Free parking on premises \u2013 4 spaces"", ""Window AC unit"", ""Pets allowed"", ""Exterior security cameras on property"", ""Free street parking"", ""Hair dryer"", ""Hangers"", ""Dishwasher"", ""Blender"", ""Shampoo"", ""Private entrance"", ""Dining table"", ""Cooking basics"", ""Kitchenaide duel fuel oven stove stainless steel oven"", ""Hot water kettle"", ""Bed linens"", ""Portable fans"", ""Private patio or balcony"", ""Microwave"", ""Cleaning products"", ""Essentials"", ""Iron"", ""Outdoor furniture"", ""Put name and checkout date on food refrigerator"", ""BBQ grill"", ""Baking sheet"", ""Kitchen"", ""Hot water"", ""Outdoor dining area"", ""Outdoor shower"", ""Shared backyard \u2013 Fully fenced"", ""Lock on bedroom door"", ""Coffee maker"", ""Self check-in"", ""Laundromat nearby"", ""Barbecue utensils""]",t,f,$48.00,1,28,1.0,28.0,6,6,1086,52,1,4.69,4.67,4.62,4.91,4.89,4.77,4.65,"STR-07583L, 069316",,0,"San Diego, CA",city scrape,
611250,2315442,https://www.airbnb.com/rooms/611250,2024-12-23,2012-05-07,2012-08-07,2024-12-06,Michael,within an hour,99%,100%,f,10,t,t,Park West,32.72784,-117.16398,Private room in home,Private room,2,Shared half-bath,1.0,1.0,"[""Wifi"", ""Dishes and silverware"", ""HDTV with standard cable"", ""Keypad"", ""Portable air conditioning"", ""Heating"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Coffee"", ""Clothing storage"", ""Refrigerator"", ""Dedicated workspace"", ""Fire extinguisher"", ""Garden view"", ""Oven"", ""Pets allowed"", ""Exterior security cameras on property"", ""Free street parking"", ""Hangers"", ""Dishwasher"", ""Indoor fireplace"", ""Shampoo"", ""Private entrance"", ""Dining table"", ""Cooking basics"", ""Bed linens"", ""Portable fans"", ""Free parking on premises"", ""Microwave"", ""Essentials"", ""Cleaning products"", ""Iron"", ""Outdoor furniture"", ""BBQ grill"", ""Kitchen"", ""Hot water"", ""Outdoor dining area"", ""Shared backyard \u2013 Fully fenced"", ""Lock on bedroom door"", ""Coffee maker"", ""Shared patio or balcony"", ""Self check-in"", ""Laundromat nearby"", ""Barbecue utensils""]",t,t,$49.00,1,28,1.0,28.0,17,72,676,58,3,4.61,4.68,4.56,4.88,4.86,4.81,4.61,"STR-07593L, 629315",,0,"San Diego, CA",city scrape,
616718,2315442,https://www.airbnb.com/rooms/616718,2024-12-23,2012-05-07,2012-08-08,2024-12-02,Michael,within an hour,99%,100%,f,10,t,t,Park West,32.72636,-117.16461,Private room in home,Private room,2,1 private bath,1.0,0.0,"[""Wifi"", ""Dishes and silverware"", ""HDTV with standard cable"", ""Keypad"", ""Portable air conditioning"", ""Heating"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Ceiling fan"", ""Coffee"", ""Refrigerator"", ""Dedicated workspace"", ""Fire extinguisher"", ""Oven"", ""Exterior security cameras on property"", ""Shower gel"", ""Free street parking"", ""Hair dryer"", ""Hangers"", ""Dishwasher"", ""Indoor fireplace"", ""Dining table"", ""Cooking basics"", ""Bed linens"", ""Portable fans"", ""Free parking on premises"", ""Microwave"", ""Cleaning products"", ""Essentials"", ""Iron"", ""Outdoor furniture"", ""BBQ grill"", ""Kitchen"", ""Hot water"", ""Outdoor dining area"", ""Gas stove"", ""Lock on bedroom door"", ""Coffee maker"", ""Shared backyard \u2013 Fully fenced"", ""Shared patio or balcony"", ""Clothing storage: closet"", ""Self check-in"", ""Laundromat nearby"", ""Barbecue utensils""]",t,t,$52.00,1,28,1.0,28.0,20,80,815,38,2,4.6,4.63,4.57,4.9,4.83,4.71,4.63,"STR-07583L, 629315",,0,"San Diego, CA",city scrape,
670830,2315442,https://www.airbnb.com/rooms/670830,2024-12-23,2012-05-07,2012-09-06,2024-11-28,Michael,within an hour,99%,100%,f,10,t,t,Park West,32.72632,-117.16597,Private room in home,Private room,2,3 shared baths,10.0,1.0,"[""City skyline view"", ""Wifi"", ""Dishes and silverware"", ""HDTV with standard cable"", ""Carbon monoxide alarm"", ""Heating"", ""Luggage dropoff allowed"", ""Bay view"", ""Ceiling fan"", ""Smoke alarm"", ""Coffee"", ""Refrigerator"", ""Dedicated workspace"", ""Fire extinguisher"", ""Window AC unit"", ""Oven"", ""Exterior security cameras on property"", ""Shower gel"", ""Free street parking"", ""Hair dryer"", ""Hangers"", ""Dishwasher"", ""Harbor view"", ""Dining table"", ""Cooking basics"", ""Hot water kettle"", ""Bed linens"", ""Portable fans"", ""Microwave"", ""Cleaning products"", ""Essentials"", ""Extra pillows and blankets"", ""Body soap"", ""Smart lock"", ""Iron"", ""Outdoor furniture"", ""Kitchen"", ""Hot water"", ""Outdoor dining area"", ""Gas stove"", ""Shared backyard \u2013 Fully fenced"", ""Coffee maker"", ""BBQ grill: gas"", ""Shared patio or balcony"", ""Self check-in"", ""Laundromat nearby"", ""Room-darkening shades"", ""Barbecue utensils""]",t,t,$49.00,1,28,1.0,28.0,25,85,710,40,1,4.63,4.67,4.52,4.86,4.83,4.75,4.65,"STR-07583L, 629315",,0,"San Diego, CA",city scrape,
691132,129123,https://www.airbnb.com/rooms/691132,2024-12-23,2010-05-21,2013-05-28,2021-12-30,Michael,within a few hours,90%,74%,t,9,t,t,Pacific Beach,32.80756,-117.25728,Entire bungalow,Entire home/apt,10,3 baths,5.0,6.0,"[""Wifi"", ""Long term stays allowed"", ""Keypad"", ""Carbon monoxide alarm"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""TV with standard cable"", ""Dryer"", ""Hair dryer"", ""Hangers"", ""Shampoo"", ""Free parking on premises"", ""Essentials"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""Kitchen"", ""Hot water"", ""Washer"", ""Children\u2019s books and toys"", ""Self check-in"", ""Room-darkening shades""]",t,f,$465.00,31,365,31.0,365.0,30,365,8,0,0,4.5,4.5,4.25,4.88,4.75,4.88,4.38,"STR-05218L, 645110",,0,"San Diego, CA",city scrape,
821576,129123,https://www.airbnb.com/rooms/821576,2024-12-23,2010-05-21,2012-12-23,2024-09-23,Michael,within a few hours,90%,74%,t,9,t,t,Pacific Beach,32.80691,-117.25604,Entire bungalow,Entire home/apt,6,1 bath,2.0,2.0,"[""Wifi"", ""Dishes and silverware"", ""Long term stays allowed"", ""Keypad"", ""Carbon monoxide alarm"", ""Heating"", ""TV"", ""Stove"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Refrigerator"", ""Fire extinguisher"", ""Oven"", ""Dryer"", ""Free street parking"", ""Patio or balcony"", ""Hair dryer"", ""Hangers"", ""Shampoo"", ""Cooking basics"", ""Free parking on premises"", ""Microwave"", ""Essentials"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""Kitchen"", ""Hot water"", ""Washer"", ""Coffee maker"", ""Self check-in""]",t,f,$208.00,4,1125,4.0,1125.0,13,328,78,14,0,4.72,4.63,4.65,4.93,4.88,4.88,4.6,"STR-07699L, 648825",,0,"San Diego, CA",city scrape,
1115516,48669,https://www.airbnb.com/rooms/1115516,2024-12-23,2009-10-27,2013-05-28,2024-11-04,Jennifer,within an hour,100%,100%,t,2,t,t,Pacific Beach,32.80746,-117.23471,Private room in condo,Private room,2,1 private bath,1.0,1.0,"[""Wifi"", ""Dishes and silverware"", ""Coffee maker: drip coffee maker"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Clothing storage: wardrobe and dresser"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Coffee"", ""Wine glasses"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Shower gel"", ""Free street parking"", ""Hair dryer"", ""Hangers"", ""Shampoo"", ""Small single burner electric stove"", ""Private entrance"", ""Conditioner"", ""Cooking basics"", ""HDTV with Roku"", ""Bed linens"", ""Portable fans"", ""Mini fridge"", ""Microwave"", ""Private patio or balcony"", ""Free parking on premises"", ""Cleaning products"", ""Essentials"", ""Extra pillows and blankets"", ""Body soap"", ""Single level home"", ""Outdoor furniture"", ""Free washer \u2013 In unit"", ""Kitchen"", ""Hot water"", ""Lock on bedroom door"", ""Freezer""]",t,f,$87.00,6,365,6.0,365.0,10,344,46,3,0,4.89,5.0,4.73,4.87,4.93,4.82,4.73,"STR-06735L, 631362",,0,"San Diego, CA",city scrape,
1688434,4237741,https://www.airbnb.com/rooms/1688434,2024-12-23,2012-11-25,2013-09-29,2024-11-10,Michael,within an hour,100%,100%,t,2,t,f,Northwest,32.64847,-117.08617,Entire home,Entire home/apt,6,1 bath,1.0,4.0,"[""Crib - available upon request"", ""Clothing storage: closet and dresser"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old"", ""Wifi"", ""Toaster"", ""Dishes and silverware"", ""Coffee maker: drip coffee maker"", ""Long term stays allowed"", ""HDTV with Hulu, Netflix, Roku"", ""Children\u2019s dinnerware"", ""Carbon monoxide alarm"", ""Heating"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Sun loungers"", ""Refrigerator"", ""Private hot tub - available all year, open 24 hours"", ""Wine glasses"", ""Free dryer \u2013 In unit"", ""Fire extinguisher"", ""Garden view"", ""Pets allowed"", ""Exterior security cameras on property"", ""Free street parking"", ""Standalone high chair - available upon request"", ""Hair dryer"", ""Hangers"", ""Dishwasher"", ""Blender"", ""Shampoo"", ""Private entrance"", ""Dining table"", ""Conditioner"", ""Private outdoor pool - available all year, open 24 hours, heated, pool toys, saltwater"", ""Cooking basics"", ""Hot water kettle"", ""Bed linens"", ""Portable fans"", ""Private patio or balcony"", ""Microwave"", ""Cleaning products"", ""Essentials"", ""Extra pillows and blankets"", ""Backyard"", ""Body soap"", ""Iron"", ""Pool view"", ""First aid kit"", ""Outdoor furniture"", ""Free washer \u2013 In unit"", ""Ethernet connection"", ""Air conditioning"", ""Kitchen"", ""Hot water"", ""Beach essentials"", ""Private BBQ grill: gas"", ""Outdoor dining area"", ""Cleaning available during stay"", ""Electric stove"", ""Freezer"", ""Laundromat nearby"", ""Room-darkening shades"", ""Barbecue utensils""]",t,f,$90.00,30,365,30.0,1125.0,4,267,133,3,0,4.76,4.8,4.57,4.93,4.93,4.68,4.71,,,0,"Chula Vista, CA",city scrape,
2437027,129123,https://www.airbnb.com/rooms/2437027,2024-12-23,2010-05-21,2014-04-01,2024-02-29,Michael,within a few hours,90%,74%,t,9,t,t,Pacific Beach,32.80893,-117.25787,Entire bungalow,Entire home/apt,6,1 bath,2.0,2.0,"[""Wifi"", ""Long term stays allowed"", ""Keypad"", ""Carbon monoxide alarm"", ""Heating"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Fire extinguisher"", ""TV with standard cable"", ""Dryer"", ""Hair dryer"", ""Hangers"", ""Shampoo"", ""Free parking on premises"", ""Essentials"", ""Iron"", ""First aid kit"", ""Pack \u2019n play/Travel crib"", ""Kitchen"", ""Hot water"", ""Washer"", ""Children\u2019s books and toys"", ""Self check-in""]",t,f,$175.00,31,1125,31.0,1125.0,0,105,50,1,0,4.48,4.46,4.46,4.84,4.76,4.78,4.46,,,0,"San Diego, CA",city scrape,
2934998,7559349,https://www.airbnb.com/rooms/2934998,2024-12-23,2013-07-18,2014-07-14,2024-05-19,Sara,within an hour,100%,100%,f,9,t,t,Clairemont Mesa,32.82321,-117.17928,Entire condo,Entire home/apt,4,1.5 baths,2.0,2.0,"[""Shared gym"", ""Wifi"", ""Dishes and silverware"", ""Long term stays allowed"", ""Heating"", ""Stove"", ""Smoke alarm"", ""TV with Netflix, Apple TV"", ""Refrigerator"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Fire extinguisher"", ""Oven"", ""Free street parking"", ""Shared hot tub"", ""Hair dryer"", ""Hangers"", ""Dishwasher"", ""Cooking basics"", ""Central air conditioning"", ""Bed linens"", ""Private patio or balcony"", ""Free parking on premises"", ""Microwave"", ""Essentials"", ""Extra pillows and blankets"", ""Backyard"", ""Pack \u2019n play/Travel crib"", ""BBQ grill"", ""Exercise equipment"", ""Kitchen"", ""Washer"", ""Hot water"", ""Coffee maker"", ""Shared pool"", ""Room-darkening shades""]",t,f,$185.00,14,29,14.0,29.0,9,34,42,1,0,4.64,4.79,4.62,4.81,4.9,4.6,4.69,"STR-02467L, 643750",,0,"San Diego, CA",city scrape,
